country,date,decklist,event,format,hero,result,deck_link,event_type,deck_id
United States of America,13 Feb 2022,Charles Dunn – Bravo Star of the Show – SCGCON Battle Hardened 13.02.22,,Classic Constructed,"Bravo, Star of the Show",1st,https://fabtcg.com/decklists/charles-dunn-bravo-star-of-the-show-scgcon-battle-hardened-130222/ ,other,33e6dda7c311c5b9f66fcd2a93a45272_CD–BSotS–SBH13.02.221st
United States of America,13 Feb 2022,Daniel Rutkowski – Chane – SCGCON Battle Hardened 13.02.22,,Classic Constructed,"Chane, Bound by Shadow",2nd,https://fabtcg.com/decklists/daniel-rutkowski-chane-scgcon-battle-hardened-130222/ ,other,ad8a2dcfcc23be643c704af5afdddad5_DR–C–SBH13.02.222nd
United States of America,13 Feb 2022,Ryan Newberry – Bravo Star of the Show – SCGCON Battle Hardened 13.02.22,,Classic Constructed,"Bravo, Star of the Show",4th,https://fabtcg.com/decklists/ryan-newberry-bravo-star-of-the-show-scgcon-battle-hardened-130222/ ,other,a022d162283cf3bdbec7f6150412b6ae_RN–BSotS–SBH13.02.224th
United States of America,13 Feb 2022,Pat Eshghy – Bravo Star of the Show – SCGCON Battle Hardened 13.02.22,,Classic Constructed,"Bravo, Star of the Show",4th,https://fabtcg.com/decklists/pat-eshghy-bravo-star-of-the-show-scgcon-battle-hardened-130222/ ,other,f0c6368aeb10c7feb05d7b56d6d85a86_PE–BSotS–SBH13.02.224th
United States of America,13 Feb 2022,Nicholas Santa – Bravo Star of the Show – SCGCON Battle Hardened 13.02.22,,Classic Constructed,"Bravo, Star of the Show",8th,https://fabtcg.com/decklists/nicholas-santa-bravo-star-of-the-show-scgcon-battle-hardened-130222/ ,other,743079afe86da11fb209688d12a84953_NS–BSotS–SBH13.02.228th
United States of America,13 Feb 2022,Tyler Krechmer – Bravo Star of the Show – SCGCON Battle Hardened 13.02.22,,Classic Constructed,"Bravo, Star of the Show",8th,https://fabtcg.com/decklists/tyler-krechmer-bravo-star-of-the-show-scgcon-battle-hardened-130222/ ,other,6677f7d21863d7c5c27d3b35167076ee_TK–BSotS–SBH13.02.228th
United States of America,13 Feb 2022,Alex Keeler – Chane – SCGCON Battle Hardened 13.02.22,,Classic Constructed,"Chane, Bound by Shadow",8th,https://fabtcg.com/decklists/alex-keeler-chane-scgcon-battle-hardened-130222/ ,other,6b270619e6645bf159dc6dd239ae421e_AK–C–SBH13.02.228th
United States of America,13 Feb 2022,Timothy Wells – Briar – SCGCON Battle Hardened 13.02.22,,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/timothy-wells-briar-scgcon-battle-hardened-130222/ ,other,dacbe311afd6e93069cac028c545b7b8_TW–B–SBH13.02.228th
Australia,22 Jan 2022,Hayden Dale Viserai Deck Australia Nationals 22-1-22,Australian National Championship 2021,Classic Constructed,"Viserai, Rune Blood",1st,https://fabtcg.com/decklists/hayden-dale-viserai-deck-australia-nationals-22-1-22/ ,national,cd0a085e9d6984569ffa6f341c080cb6_HDVDAN22-1-221st
Australia,22 Jan 2022,Roy Lai Oldhim Deck Australia Nationals 22-1-22,Australian National Championship 2021,Classic Constructed,"Oldhim, Grandfather of Eternity",2nd,https://fabtcg.com/decklists/roy-lai-oldhim-deck-australia-nationals-22-1-22/ ,national,494d023dd4ea64d28e53c5d471ee4441_RLODAN22-1-222nd
Australia,22 Jan 2022,Harry Kaloyirou Briar Deck Australia Nationals 22-1-22,Australian National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",4th,https://fabtcg.com/decklists/harry-kaloyirou-briar-deck-australia-nationals-22-1-22/ ,national,d73f8a3fc03898ee66cfc601185650d4_HKBDAN22-1-224th
Australia,22 Jan 2022,Lachlan Buchan Briar Deck Australia Nationals 22-1-22,Australian National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",4th,https://fabtcg.com/decklists/lachlan-buchan-briar-deck-australia-nationals-22-1-22/ ,national,51e25c7d420d54b003e7dc2e922419b7_LBBDAN22-1-224th
Australia,22 Jan 2022,Joe Barbaro Chane Deck Australia Nationals 22-1-22,Australian National Championship 2021,Classic Constructed,"Chane, Bound by Shadow",8th,https://fabtcg.com/decklists/joe-barbaro-chane-deck-australia-nationals-22-1-22/ ,national,c5c44ea047dcb53a70ac67c771f5e9dd_JBCDAN22-1-228th
Australia,22 Jan 2022,Beckett McNeil Katsu Deck Australia Nationals 22-1-22,Australian National Championship 2021,Classic Constructed,"Katsu, the Wanderer",8th,https://fabtcg.com/decklists/beckett-mcneil-katsu-deck-australia-nationals-22-1-22/ ,national,5ff7db9c499ed0635625bad65ed8ed0d_BMKDAN22-1-228th
Australia,22 Jan 2022,Kuan Li Chane Deck Australia Nationals 22-1-22,Australian National Championship 2021,Classic Constructed,"Chane, Bound by Shadow",8th,https://fabtcg.com/decklists/kuan-li-chane-deck-australia-nationals-22-1-22/ ,national,925c2c5712f7a803641cbb63e572cca6_KLCDAN22-1-228th
Australia,22 Jan 2022,Matthew Clark Briar Deck Australia Nationals 22-1-22,Australian National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/matthew-clark-briar-deck-australia-nationals-22-1-22/ ,national,0dcbf7dab128ce18eb0e3d3aca6484ef_MCBDAN22-1-228th
New Zealand,22 Jan 2022,Nick Holding Prism Deck New Zealand Nationals 22-1-22,New Zealand National Championship 2021,Classic Constructed,"Prism, Sculptor of Arc Light",1st,https://fabtcg.com/decklists/nick-holding-prism-deck-new-zealand-nationals-22-1-22/ ,national,f720a34a60056dacde8adfc758aa9bc4_NHPDNZN22-1-221st
New Zealand,22 Jan 2022,Matt Rogers Oldhim Deck New Zealand Nationals 22-1-22,New Zealand National Championship 2021,Classic Constructed,"Oldhim, Grandfather of Eternity",2nd,https://fabtcg.com/decklists/matt-rogers-oldhim-deck-new-zealand-nationals-22-1-22/ ,national,252fcc286eedad2f56e438bb7720cf1f_MRODNZN22-1-222nd
New Zealand,22 Jan 2022,Tom Penny Briar Deck New Zealand Nationals 22-1-22,New Zealand National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",4th,https://fabtcg.com/decklists/tom-penny-briar-deck-new-zealand-nationals-22-1-22/ ,national,90ce968ddd3b015e8cc78591d7e0e7b1_TPBDNZN22-1-224th
New Zealand,22 Jan 2022,Rohan Khanna Viserai Deck New Zealand Nationals 22-1-22,New Zealand National Championship 2021,Classic Constructed,"Viserai, Rune Blood",4th,https://fabtcg.com/decklists/rohan-khanna-viserai-deck-new-zealand-nationals-22-1-22/ ,national,50d2afe176e8810bc563143cc4fbaabd_RKVDNZN22-1-224th
New Zealand,22 Jan 2022,Cayle McCreath Bravo Deck New Zealand Nationals 22-1-22,New Zealand National Championship 2021,Classic Constructed,"Bravo, Showstopper",8th,https://fabtcg.com/decklists/cayle-mccreath-bravo-deck-new-zealand-nationals-22-1-22/ ,national,5b4232d28e02e250aaa9f9848261621c_CMBDNZN22-1-228th
New Zealand,22 Jan 2022,Cameron Hay Oldhim Deck New Zealand Nationals 22-1-22,New Zealand National Championship 2021,Classic Constructed,"Oldhim, Grandfather of Eternity",8th,https://fabtcg.com/decklists/cameron-hay-oldhim-deck-new-zealand-nationals-22-1-22/ ,national,b0c7eff447debe688c5edda638bd519b_CHODNZN22-1-228th
New Zealand,22 Jan 2022,Kieran Carnegie Chane Deck New Zealand Nationals 22-1-22,New Zealand National Championship 2021,Classic Constructed,"Chane, Bound by Shadow",8th,https://fabtcg.com/decklists/kieran-carnegie-chane-deck-new-zealand-nationals-22-1-22/ ,national,f2d2c448b0672bb9db7b3c143b3d43b8_KCCDNZN22-1-228th
New Zealand,22 Jan 2022,Thomas Bailey Galbraith Prism Deck New Zealand Nationals 22-1-22,New Zealand National Championship 2021,Classic Constructed,"Prism, Sculptor of Arc Light",8th,https://fabtcg.com/decklists/thomas-bailey-galbraith-prism-deck-new-zealand-nationals-22-1-22/ ,national,df937ccca3112d273144fe133cccb903_TBGPDNZN22-1-228th
Hong Kong,27 Nov 2021,Bun Ar Chane Deck Hong Kong Regional Championship 27.11.21,Hong Kong Regional Championship 2021,Classic Constructed,"Chane, Bound by Shadow",1st,https://fabtcg.com/decklists/bun-ar-chane-deck-hong-kong-regional-championship-271121/ ,hong kong regional championship,f3b6e72137f1ea73a7253acd1e15faaa_BACDHKRC27.11.211st
Hong Kong,27 Nov 2021,Jack Tang Oldhim Deck Hong Kong Regional Championship 27.11.21,Hong Kong Regional Championship 2021,Classic Constructed,"Oldhim, Grandfather of Eternity",2nd,https://fabtcg.com/decklists/jack-tang-oldhim-deck-hong-kong-regional-championship-271121/ ,hong kong regional championship,cec96001e8f448e47c076d55919e6dc1_JTODHKRC27.11.212nd
Hong Kong,27 Nov 2021,Pudding Tam Briar Deck Hong Kong Regional Championship 27.11.21,Hong Kong Regional Championship 2021,Classic Constructed,"Briar, Warden of Thorns",4th,https://fabtcg.com/decklists/pudding-tam-briar-deck-hong-kong-regional-championship-271121/ ,hong kong regional championship,aea18fdbe118827b371b77e1e250c8d9_PTBDHKRC27.11.214th
Hong Kong,27 Nov 2021,Tsang Chi Shing Chane Deck Hong Kong Regional Championship 27.11.21,Hong Kong Regional Championship 2021,Classic Constructed,"Chane, Bound by Shadow",4th,https://fabtcg.com/decklists/tsang-chi-shing-chane-deck-hong-kong-regional-championship-271121/ ,hong kong regional championship,cbc0d891cc13e1af548df3a8ddd115ab_TCSCDHKRC27.11.214th
Hong Kong,27 Nov 2021,Alex Lo Briar Deck Hong Kong Regional Championship 27.11.21,Hong Kong Regional Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/alex-lo-briar-deck-hong-kong-regional-championship-271121/ ,hong kong regional championship,5e786558f77ed31cc2999ef68782d13e_ALBDHKRC27.11.218th
Hong Kong,27 Nov 2021,Allen Lau Chane Deck Hong Kong Regional Championship 27.11.21,Hong Kong Regional Championship 2021,Classic Constructed,"Chane, Bound by Shadow",8th,https://fabtcg.com/decklists/allen-lau-chane-deck-hong-kong-regional-championship-271121/ ,hong kong regional championship,af5b0025710af93a44a7f61627a13569_ALCDHKRC27.11.218th
Hong Kong,27 Nov 2021,Leo Lee Briar Deck Hong Kong Regional Championship 27.11.21,Hong Kong Regional Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/leo-lee-briar-deck-hong-kong-regional-championship-271121/ ,hong kong regional championship,5eeab9437860bfa5e80badc460e1adb0_LLBDHKRC27.11.218th
Canada,27 Nov 2021,Patrick Or Briar Deck Hong Kong Regional Championship 27.11.21,Hong Kong Regional Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/patrick-or-briar-deck-hong-kong-regional-championship-271121/ ,hong kong regional championship,275ac170de6221f05248c73b21116c0b_POBDHKRC27.11.218th
Italy,27 Nov 2021,Pietro Gerletti Kano Deck Italy National Championship 27.11.21,Italy National Championship 2021,Classic Constructed,"Kano, Dracai of Aether",1st,https://fabtcg.com/decklists/pietro-gerletti-kano-deck-italy-national-championship-271121/ ,national,b8fed47ff60bffa3b4d12ce7885d626d_PGKDINC27.11.211st
Italy,27 Nov 2021,Davide Rizzi Briar Deck Italy National Championship 27.11.21,Italy National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",2nd,https://fabtcg.com/decklists/davide-rizzi-briar-deck-italy-national-championship-271121/ ,national,f66c35d6350ef074f58a139b3d20959c_DRBDINC27.11.212nd
Italy,27 Nov 2021,Federico Chiarel Briar Deck Italy National Championship 27.11.21,Italy National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",4th,https://fabtcg.com/decklists/federico-chiarel-briar-deck-italy-national-championship-271121/ ,national,ccf088b9cb873fe00529d8a981e99b09_FCBDINC27.11.214th
Italy,27 Nov 2021,Mauro Giuseppe Di Lauro Briar Deck Italy National Championship 27.11.21,Italy National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",4th,https://fabtcg.com/decklists/mauro-giuseppe-di-lauro-briar-deck-italy-national-championship-271121/ ,national,ba5195513d0795b6ab28b207662258bc_MGDLBDINC27.11.214th
Italy,27 Nov 2021,Stefano Cocca Briar Deck Italy National Championship 27.11.21,Italy National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/stefano-cocca-briar-deck-italy-national-championship-271121/ ,national,a0ac5d1e9dab3ff8dae0bc778a26ea01_SCBDINC27.11.218th
Italy,27 Nov 2021,Stefano Cini Briar Deck Italy National Championship 27.11.21,Italy National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/stefano-cini-briar-deck-italy-national-championship-271121/ ,national,316c28b35b5bd5f2eadd2d2404fb184d_SCBDINC27.11.218th
Italy,27 Nov 2021,Samuele Costantini Chane Deck Italy National Championship 27.11.21,Italy National Championship 2021,Classic Constructed,"Chane, Bound by Shadow",8th,https://fabtcg.com/decklists/samuele-costantini-chane-deck-italy-national-championship-271121/ ,national,ab4c663eada7b9b54992086bcbe42213_SCCDINC27.11.218th
Italy,27 Nov 2021,Alessandro Tassini Katsu Deck Italy National Championship 27.11.21,Italy National Championship 2021,Classic Constructed,"Katsu, the Wanderer",8th,https://fabtcg.com/decklists/alessandro-tassini-katsu-deck-italy-national-championship-271121/ ,national,1c184878d5ad37b81db2c5d3d602c1e5_ATKDINC27.11.218th
Hong Kong,21 Nov 2021,Oscar Lo Rhinar Deck Skirmish FABulous 21.11.21,,Blitz,"Rhinar, Reckless Rampage",1st,https://fabtcg.com/decklists/oscar-lo-rhinar-deck-skirmish-fabulous-211121/ ,other,43dbe0aa7998c6c3ce69ab44b92fd747_OLRDSF21.11.211st
United States of America,21 Nov 2021,Ve Herrmann Kano Deck Skirmish The Collective 21.11.21,,Blitz,"Kano, Dracai of Aether",1st,https://fabtcg.com/decklists/ve-herrmann-kano-deck-skirmish-the-collective-211121/ ,other,d91364dc21da0cc754713cf82affdbaf_VHKDSTC21.11.211st
Netherlands,21 Nov 2021,Freek Zwart Briar Deck Skirmish Spellenspecialist 21.11.21,,Blitz,"Briar, Warden of Thorns",1st,https://fabtcg.com/decklists/freek-zwart-briar-deck-skirmish-spellenspecialist-211121/ ,other,4074ea20e965ae97213418e1f11b6b3c_FZBDSS21.11.211st
Indonesia,21 Nov 2021,Junio Antono Dorinthea Deck Skirmish Invaders 21.11.21,,Blitz,Dorinthea Ironsong,1st,https://fabtcg.com/decklists/junio-antono-dorinthea-deck-skirmish-invaders-211121/ ,other,1e5c047ba5c2f742caa08f950618e5f4_JADDSI21.11.211st
Taiwan,20 Nov 2021,Limbo Briar Deck Taiwan Nationals 20.11.21,Taiwan National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",1st,https://fabtcg.com/decklists/limbo-briar-deck-taiwan-nationals-201121/ ,national,d7978d89639aae36c890d6c40fed0c23_LBDTN20.11.211st
Taiwan,20 Nov 2021,Li-Hong Yeh Oldhim Deck Taiwan Nationals 20.11.21,Taiwan National Championship 2021,Classic Constructed,"Oldhim, Grandfather of Eternity",2nd,https://fabtcg.com/decklists/li-hong-yeh-oldhim-deck-taiwan-nationals-201121/ ,national,83d99b0e4f07191fc4bc52be9977337d_LYODTN20.11.212nd
Taiwan,20 Nov 2021,Night Sixteen Briar Deck Taiwan Nationals 20.11.21,Taiwan National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",4th,https://fabtcg.com/decklists/night-sixteen-briar-deck-taiwan-nationals-201121/ ,national,5ac4e41e80add10faa215235d82ba7b3_NSBDTN20.11.214th
Taiwan,20 Nov 2021,Yang Zhao Zhang Rhinar Deck Taiwan Nationals 20.11.21,Taiwan National Championship 2021,Classic Constructed,"Rhinar, Reckless Rampage",4th,https://fabtcg.com/decklists/yang-zhao-zhang-rhinar-deck-taiwan-nationals-201121/ ,national,7a3ccb2c1a321d079bb92885a77b2d50_YZZRDTN20.11.214th
Taiwan,20 Nov 2021,Joseph Chang Briar Deck Taiwan Nationals 20.11.21,Taiwan National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/joseph-chang-briar-deck-taiwan-nationals-201121/ ,national,90dc5c4f709966e6eea34a8006e36c33_JCBDTN20.11.218th
Taiwan,20 Nov 2021,Yue Han Li Briar Deck Taiwan Nationals 20.11.21,Taiwan National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/yue-han-li-briar-deck-taiwan-nationals-201121/ ,national,480efb47ee1160e9413aecc52a5bee47_YHLBDTN20.11.218th
Taiwan,20 Nov 2021,Gao Zhi Peng Briar Deck Taiwan Nationals 20.11.21,Taiwan National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/gao-zhi-peng-briar-deck-taiwan-nationals-201121/ ,national,ae5769a6f40566bdc4fe65cef213534e_GZPBDTN20.11.218th
Taiwan,20 Nov 2021,Kevin Chung-Hsieh Briar Deck Taiwan Nationals 20.11.21,Taiwan National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/kevin-chung-hsieh-briar-deck-taiwan-nationals-201121/ ,national,d38c5c8ca76bc2c64ff509d2548f03da_KCBDTN20.11.218th
United States of America,20 Nov 2021,William Lugar Kano Deck Skirmish Comic Book World 20.11.21,,Blitz,"Kano, Dracai of Aether",1st,https://fabtcg.com/decklists/william-lugar-kano-deck-skirmish-comic-book-world-201121/ ,other,18b610ec9a97ed79dcba9ec9a097de8b_WLKDSCBW20.11.211st
United States of America,20 Nov 2021,Daniel Johnson Dorinthea Deck Skirmish Mana Merchant 20.11.21,,Blitz,Dorinthea Ironsong,1st,https://fabtcg.com/decklists/daniel-johnson-dorinthea-deck-skirmish-mana-merchant-201121/ ,other,7b061ac8dbc690e11900db0cdbb4f39d_DJDDSMM20.11.211st
Australia,20 Nov 2021,Lorenzo Niceta Briar Deck Skirmish Decked Out Gaming 20.11.21,,Blitz,"Briar, Warden of Thorns",1st,https://fabtcg.com/decklists/lorenzo-niceta-briar-deck-skirmish-decked-out-gaming-201121/ ,other,8b7ddca4c418f138e295a7f8e7c8d0fc_LNBDSDOG20.11.211st
United States of America,20 Nov 2021,Niccolo Paqueo Dorinthea Deck Skirmish Games and Stuff 20.11.21,,Blitz,Dorinthea Ironsong,1st,https://fabtcg.com/decklists/niccolo-paqueo-dorinthea-deck-skirmish-games-and-stuff-201121/ ,other,bba2fd50f09ea0ed8436f83adda40483_NPDDSGaS20.11.211st
Greece,20 Nov 2021,Vasilis Kirilis Kano Deck Skirmish Dragonphoenix Inn 20.11.21,,Blitz,"Kano, Dracai of Aether",1st,https://fabtcg.com/decklists/vasilis-kirilis-kano-deck-skirmish-dragonphoenix-inn-201121/ ,other,9e2d6e5863d97a66a691250265316530_VKKDSDI20.11.211st
Singapore,20 Nov 2021,Abbey Fong Oldhim Deck Skirmish GamersaurusRex 20.11.21,,Blitz,"Oldhim, Grandfather of Eternity",1st,https://fabtcg.com/decklists/abbey-fong-oldhim-deck-skirmish-gamersaurusrex-201121/ ,other,3b7f299327553ec2dcf74990928c7fc2_AFODSG20.11.211st
United States of America,20 Nov 2021,Allan Bond Dorinthea Deck Skirmish The Geekery 20.11.21,,Blitz,Dorinthea Ironsong,1st,https://fabtcg.com/decklists/allan-bond-dorinthea-deck-skirmish-the-geekery-201121/ ,other,a8a0dfd8e117af1a17b35a2fd4952f62_ABDDSTG20.11.211st
Belgium,20 Nov 2021,Julien Raoux Ira Deck Skirmish Sod Games 20.11.21,,Blitz,"Ira, Crimson Haze",1st,https://fabtcg.com/decklists/julien-raoux-ira-deck-skirmish-sod-games-201121/ ,other,3a18ee69e5f05a7893a2467264dd6a8e_JRIDSSG20.11.211st
Poland,20 Nov 2021,Piotr Krzempek Briar Deck Skirmish Mystic Shop 20.11.21,,Blitz,"Briar, Warden of Thorns",1st,https://fabtcg.com/decklists/piotr-krzempek-briar-deck-skirmish-mystic-shop-201121/ ,other,2bbde3cd7259271db9aed52dc7f386b0_PKBDSMS20.11.211st
Belgium,20 Nov 2021,Kugane Gaming Deck Skirmish Sod Games 20.11.21,,Blitz,"Ira, Crimson Haze",2nd,https://fabtcg.com/decklists/kugane-gaming-deck-skirmish-sod-games-201121/ ,other,d0b08fe1a7178c291ebfa79fcdb34c3d_KGDSSG20.11.212nd
United States of America,20 Nov 2021,Samuel Mitchell Kano Deck Skirmish Mana Merchant 20.11.21,,Blitz,"Kano, Dracai of Aether",2nd,https://fabtcg.com/decklists/samuel-mitchell-kano-deck-skirmish-mana-merchant-201121/ ,other,9074ac3b38225409d194be111fa12231_SMKDSMM20.11.212nd
Belgium,14 Nov 2021,Kevin Lerens Briar Deck – Belgium National Championship 14.11.21,Belgium National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",1st,https://fabtcg.com/decklists/kevin-lerens-briar-deck-belgium-national-championship-141121/ ,national,e474877c7cc163e98087790c5fc2975c_KLBD–BNC14.11.211st
Belgium,14 Nov 2021,Thibaut De Meyer Briar Deck – Belgium National Championship 14.11.21,Belgium National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",2nd,https://fabtcg.com/decklists/thibaut-de-meyer-briar-deck-belgium-national-championship-141121/ ,national,5ebaca4051e391d335c360c0be2b758e_TDMBD–BNC14.11.212nd
Belgium,14 Nov 2021,Gaetan Koeckx Boltyn Deck – Belgium National Championship 14.11.21,Belgium National Championship 2021,Classic Constructed,"Ser Boltyn, Breaker of Dawn",4th,https://fabtcg.com/decklists/gaetan-koeckx-boltyn-deck-belgium-national-championship-141121/ ,national,f83367849d4d1d099cf8fc57ef8988e8_GKBD–BNC14.11.214th
Belgium,14 Nov 2021,Jan Sysmans Chane Deck – Belgium National Championship 14.11.21,Belgium National Championship 2021,Classic Constructed,"Chane, Bound by Shadow",4th,https://fabtcg.com/decklists/jan-sysmans-chane-deck-belgium-national-championship-141121/ ,national,2b47f40c98dcef92db40e97a43d11058_JSCD–BNC14.11.214th
Belgium,14 Nov 2021,Florian Vanclaire Briar Deck – Belgium National Championship 14.11.21,Belgium National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/florian-vanclaire-briar-deck-belgium-national-championship-141121/ ,national,a879aaf16e3d6c9b2923dc240162fd3b_FVBD–BNC14.11.218th
Belgium,14 Nov 2021,Sebastien Spilliaert Dash Deck – Belgium National Championship 14.11.21,Belgium National Championship 2021,Classic Constructed,"Dash, Inventor Extraordinaire",8th,https://fabtcg.com/decklists/sebastien-spilliaert-dash-deck-belgium-national-championship-141121/ ,national,66e9c7d3277aee8f22f563add9a9ffe5_SSDD–BNC14.11.218th
Belgium,14 Nov 2021,Thomas Van Minsel Prism Deck – Belgium National Championship 14.11.21,Belgium National Championship 2021,Classic Constructed,"Prism, Sculptor of Arc Light",8th,https://fabtcg.com/decklists/thomas-van-minsel-prism-deck-belgium-national-championship-141121/ ,national,4a66fd291799cd3d6ea223c6a919796b_TVMPD–BNC14.11.218th
Belgium,14 Nov 2021,Glenn Van Roey Briar Deck – Belgium National Championship 14.11.21,Belgium National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/glenn-van-roey-briar-deck-belgium-national-championship-141121/ ,national,70ee31cccde2241415bea2b2c9c8cacc_GVRBD–BNC14.11.218th
Canada,14 Nov 2021,Yuki Lee Bender Lexi Deck – Canada National Championship 14.11.21,Canada National Championship 2021,Classic Constructed,"Lexi, Livewire",1st,https://fabtcg.com/decklists/yuki-lee-bender-lexi-deck-canada-national-championship-141121/ ,national,c89050faac2bf6f7f799637046c7fdb3_YLBLD–CNC14.11.211st
Canada,14 Nov 2021,Shawn Dhaliwal Briar Deck – Canada National Championship 14.11.21,Canada National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",2nd,https://fabtcg.com/decklists/shawn-dhaliwal-briar-deck-canada-national-championship-141121/ ,national,233c6c054e9740ede38a71625710100e_SDBD–CNC14.11.212nd
Canada,14 Nov 2021,Isaak Krut Briar Deck – Canada National Championship 14.11.21,Canada National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",4th,https://fabtcg.com/decklists/isaak-krut-briar-deck-canada-national-championship-141121/ ,national,12f7b488163bf6507c1b9e2192e4537c_IKBD–CNC14.11.214th
Canada,14 Nov 2021,Daniel Dreisziger Chane Deck – Canada National Championship 14.11.21,Canada National Championship 2021,Classic Constructed,"Chane, Bound by Shadow",4th,https://fabtcg.com/decklists/daniel-dreisziger-chane-deck-canada-national-championship-141121/ ,national,c7aee57387f8825a678c55559dfd4a66_DDCD–CNC14.11.214th
Canada,14 Nov 2021,Dimos Kaloupis Oldhim Deck – Canada National Championship 14.11.21,Canada National Championship 2021,Classic Constructed,"Oldhim, Grandfather of Eternity",8th,https://fabtcg.com/decklists/dimos-kaloupis-oldhim-deck-canada-national-championship-141121/ ,national,9512f034203168ca09fb2c1568d51572_DKOD–CNC14.11.218th
Canada,14 Nov 2021,Dante Delfico Briar Deck – Canada National Championship 14.11.21,Canada National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/dante-delfico-briar-deck-canada-national-championship-141121/ ,national,411de29cda712b036ffcfc040c94ab2d_DDBD–CNC14.11.218th
Canada,14 Nov 2021,Oliver Chen Briar Deck – Canada National Championship 14.11.21,Canada National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/oliver-chen-briar-deck-canada-national-championship-141121/ ,national,76c306b817012affa315980e9c3af51f_OCBD–CNC14.11.218th
Canada,14 Nov 2021,Bling Chyn Benson Lai Briar Deck – Canada National Championship 14.11.21,Canada National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/bling-chyn-benson-lai-briar-deck-canada-national-championship-141121/ ,national,88e837011379a82b1d5e2d0df3d0269f_BCBLBD–CNC14.11.218th
Denmark,14 Nov 2021,Jonas Benzarti Briar Deck Denmark Nationals 14.11.21,Denmark National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",1st,https://fabtcg.com/decklists/jonas-benzarti-briar-deck-denmark-nationals-141121/ ,national,301af5a076d50bad699441a40a0d5911_JBBDDN14.11.211st
Denmark,14 Nov 2021,Andreas Ventzel Briar Deck Denmark Nationals 14.11.21,Denmark National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",2nd,https://fabtcg.com/decklists/andreas-ventzel-briar-deck-denmark-nationals-141121/ ,national,9a42e9b3c29d76504a51c0332471964a_AVBDDN14.11.212nd
Denmark,14 Nov 2021,Peter Nielsen Dash Deck Denmark Nationals 14.11.21,Denmark National Championship 2021,Classic Constructed,"Dash, Inventor Extraordinaire",4th,https://fabtcg.com/decklists/peter-nielsen-dash-deck-denmark-nationals-141121/ ,national,eb7bd5dbac484d80a563bc639e4e2e2f_PNDDDN14.11.214th
Denmark,14 Nov 2021,Danni Andersen Oldhim Deck Denmark Nationals 14.11.21,Denmark National Championship 2021,Classic Constructed,"Oldhim, Grandfather of Eternity",4th,https://fabtcg.com/decklists/danni-andersen-oldhim-deck-denmark-nationals-141121/ ,national,eca0ecde903268434acc04ac0324ba36_DAODDN14.11.214th
Denmark,14 Nov 2021,Jonas Christensen Katsu Deck Denmark Nationals 14.11.21,Denmark National Championship 2021,Classic Constructed,"Katsu, the Wanderer",8th,https://fabtcg.com/decklists/jonas-christensen-katsu-deck-denmark-nationals-141121/ ,national,3d3816f66b11a044c0bb595fd5c8dd38_JCKDDN14.11.218th
